window_index,timestamp,status,mode,accepted,azimuth_deg,elevation_deg,smoothed_azimuth_deg,smoothed_elevation_deg,azimuth_rate_deg_s,elevation_rate_deg_s,confidence,aggregated_confidence,residual_error2,used_pairs,rejected_pairs,reliable,message,tracking_message,temperature_c,humidity_percent,sound_speed_m_s,window_size,overlap,tdoa_pairs_json
100,2.1333333333333333,ok,direction,True,-16.206700027682977,13.174998454987263,-17.13438583917417,11.074750071084402,23.41514668427239,53.01107699754852,0.7875962594825927,0.45348340288712663,1.3555381910294128e-05,5,1,True,transitivity errors: 2; rejected pairs: 1,,20.0,0.0,343.42,8192,0.5,"[{""pair"": [0, 1], ""delay_seconds"": -0.00017837083965135839, ""quality"": 0.24301088368948717, ""weight"": 0.24301088368948717}, {""pair"": [0, 2], ""delay_seconds"": -1.062984710502494e-06, ""quality"": 0.2626586914802727, ""weight"": 0.2626586914802727}, {""pair"": [0, 3], ""delay_seconds"": 8.678020915031371e-07, ""quality"": 0.24296654902164963, ""weight"": 0.24296654902164963}, {""pair"": [1, 2], ""delay_seconds"": 0.00010536728006585727, ""quality"": 0.24207777849658385, ""weight"": 0.24207777849658385}, {""pair"": [1, 3], ""delay_seconds"": 0.00028975806215700305, ""quality"": 0.25915524739793266, ""weight"": 0.25915524739793266}, {""pair"": [2, 3], ""delay_seconds"": 0.0001681432848974307, ""quality"": 0.2431568723780359, ""weight"": 0.2431568723780359}]"
101,2.1546666666666665,ok,direction,True,-14.978205553463175,10.800173482839641,-16.379722739175314,10.978648265198736,35.37483281244635,-4.504772150890651,0.7548677290431938,0.419685257101436,3.989639484687662e-05,5,1,True,transitivity errors: 1; rejected pairs: 1,,20.0,0.0,343.42,8192,0.5,"[{""pair"": [0, 1], ""delay_seconds"": -0.0001642774191517314, ""quality"": 0.2670601938751309, ""weight"": 0.2670601938751309}, {""pair"": [0, 2], ""delay_seconds"": -4.944707999907927e-06, ""quality"": 0.29861230890284046, ""weight"": 0.29861230890284046}, {""pair"": [0, 3], ""delay_seconds"": 6.636760848392214e-05, ""quality"": 0.26568155765691925, ""weight"": 0.26568155765691925}, {""pair"": [1, 2], ""delay_seconds"": 8.359912821530327e-05, ""quality"": 0.26801530587214073, ""weight"": 0.26801530587214073}, {""pair"": [1, 3], ""delay_seconds"": 0.00027948782923111084, ""quality"": 0.2859305456491448, ""weight"": 0.2859305456491448}, {""pair"": [2, 3], ""delay_seconds"": 0.00018797908145575863, ""quality"": 0.2650973845497368, ""weight"": 0.2650973845497368}]"
102,2.176,insufficient_signal,direction,False,,,-16.379722739175314,10.978648265198736,,,0.0,0.4163421647220975,,0,0,False,window is not informative: low_energy,result has no angular estimate,20.0,0.0,343.42,8192,0.5,[]
103,2.1973333333333334,insufficient_signal,direction,False,,,-16.379722739175314,10.978648265198736,,,0.0,0.4163421647220975,,0,0,False,window is not informative: low_energy,result has no angular estimate,20.0,0.0,343.42,8192,0.5,[]
104,2.2186666666666666,ok,direction,True,-17.099595549789978,9.766389551577777,-16.631678222890447,10.5543577154314,-3.936804433048998,-6.6295398401146,0.9859580662380983,0.5806685090951139,1.0647498803776177e-06,6,0,True,,,20.0,0.0,343.42,8192,0.5,"[{""pair"": [0, 1], ""delay_seconds"": -0.00017080357561630936, ""quality"": 0.24263845645150223, ""weight"": 0.24263845645150223}, {""pair"": [0, 2], ""delay_seconds"": -6.702738442797018e-05, ""quality"": 0.25752447439842063, ""weight"": 0.25752447439842063}, {""pair"": [0, 3], ""delay_seconds"": 8.943242170038508e-05, ""quality"": 0.24111827884234574, ""weight"": 0.24111827884234574}, {""pair"": [1, 2], ""delay_seconds"": 9.877090131865296e-05, ""quality"": 0.24070467404189913, ""weight"": 0.24070467404189913}, {""pair"": [1, 3], ""delay_seconds"": 0.0002727644330288407, ""quality"": 0.2590241718569572, ""weight"": 0.2590241718569572}, {""pair"": [2, 3], ""delay_seconds"": 0.00016407264628659872, ""quality"": 0.24257555569793432, ""weight"": 0.24257555569793432}]"
105,2.24,ok,direction,True,-15.320304445676737,12.236291520078323,-16.17269740086565,11.143034547057823,21.514726032411463,27.594226482488143,0.7870725292449212,0.5525824306681343,1.3867601726993773e-05,5,1,True,transitivity errors: 2; rejected pairs: 1,,20.0,0.0,343.42,8192,0.5,"[{""pair"": [0, 1], ""delay_seconds"": -0.0001687845282218618, ""quality"": 0.24326678258387258, ""weight"": 0.24326678258387258}, {""pair"": [0, 2], ""delay_seconds"": -2.0137249692935407e-06, ""quality"": 0.2634865730162662, ""weight"": 0.2634865730162662}, {""pair"": [0, 3], ""delay_seconds"": 4.7275735200554805e-07, ""quality"": 0.2436735510699237, ""weight"": 0.2436735510699237}, {""pair"": [1, 2], ""delay_seconds"": 9.588379241863389e-05, ""quality"": 0.24246976024347502, ""weight"": 0.24246976024347502}, {""pair"": [1, 3], ""delay_seconds"": 0.00027216111631817854, ""quality"": 0.2599986912147411, ""weight"": 0.2599986912147411}, {""pair"": [2, 3], ""delay_seconds"": 0.0001630998502637428, ""quality"": 0.24326739039485223, ""weight"": 0.24326739039485223}]"
106,2.2613333333333334,ok,direction,True,-17.55708834452817,9.846506413612005,-16.657234231147534,10.689249700351787,-22.712663919463388,-21.27116468934555,0.9670785187114928,0.5824961405396177,5.852649223239473e-06,6,0,True,,,20.0,0.0,343.42,8192,0.5,"[{""pair"": [0, 1], ""delay_seconds"": -0.00016603679858225755, ""quality"": 0.27104129413527445, ""weight"": 0.27104129413527445}, {""pair"": [0, 2], ""delay_seconds"": -8.181822285422475e-05, ""quality"": 0.2948184499021454, ""weight"": 0.2948184499021454}, {""pair"": [0, 3], ""delay_seconds"": 0.00010826438370070953, ""quality"": 0.27078801630845234, ""weight"": 0.27078801630845234}, {""pair"": [1, 2], ""delay_seconds"": 0.00011417355700942221, ""quality"": 0.2702652706787997, ""weight"": 0.2702652706787997}, {""pair"": [1, 3], ""delay_seconds"": 0.00026158603698147936, ""quality"": 0.29686084503929006, ""weight"": 0.29686084503929006}, {""pair"": [2, 3], ""delay_seconds"": 0.00018351775984351025, ""quality"": 0.27221893134582736, ""weight"": 0.27221893134582736}]"
107,2.2826666666666666,insufficient_signal,direction,False,,,-16.657234231147534,10.689249700351787,,,0.0,0.45668485236575207,,0,0,False,window is not informative: low_energy,result has no angular estimate,20.0,0.0,343.42,8192,0.5,[]
108,2.304,low_confidence,direction,False,-0.024031440287739656,-0.0002351753182674173,-16.657234231147534,10.689249700351787,,,0.020959621815889184,0.46017812266840025,2.001942906954439e-09,6,0,False,coplanar direction weakly observable: in-plane ratio 0.0004; confidence below reliable threshold: 0.021,,20.0,0.0,343.42,8192,0.5,"[{""pair"": [0, 1], ""delay_seconds"": -2.747916253856076e-07, ""quality"": 0.26192637543625125, ""weight"": 0.26192637543625125}, {""pair"": [0, 2], ""delay_seconds"": -1.7553341484617295e-07, ""quality"": 0.28453535027421883, ""weight"": 0.28453535027421883}, {""pair"": [0, 3], ""delay_seconds"": 2.842434873471364e-07, ""quality"": 0.26459803789627645, ""weight"": 0.26459803789627645}, {""pair"": [1, 2], ""delay_seconds"": -1.3729277488950187e-07, ""quality"": 0.26654154423168075, ""weight"": 0.26654154423168075}, {""pair"": [1, 3], ""delay_seconds"": 1.7104052449029657e-08, ""quality"": 0.26881168498872643, ""weight"": 0.26881168498872643}, {""pair"": [2, 3], ""delay_seconds"": 5.359130768337054e-07, ""quality"": 0.26125159568045925, ""weight"": 0.26125159568045925}]"
109,2.3253333333333335,ok,direction,True,-14.015301015988863,10.749358461219481,-15.732557605841999,10.71028776665548,14.44807227039878,0.3287197859951904,0.9386313220506226,0.616616676343504,2.033701901957377e-05,6,0,True,,,20.0,0.0,343.42,8192,0.5,"[{""pair"": [0, 1], ""delay_seconds"": -0.00014963465025617217, ""quality"": 0.2537131515352598, ""weight"": 0.2537131515352598}, {""pair"": [0, 2], ""delay_seconds"": -1.4743158260266875e-06, ""quality"": 0.27745141362122067, ""weight"": 0.27745141362122067}, {""pair"": [0, 3], ""delay_seconds"": 7.468216776066079e-05, ""quality"": 0.25369530157554304, ""weight"": 0.25369530157554304}, {""pair"": [1, 2], ""delay_seconds"": 0.00010606489545026174, ""quality"": 0.2529054085506671, ""weight"": 0.2529054085506671}, {""pair"": [1, 3], ""delay_seconds"": 0.0002493051204433076, ""quality"": 0.27153619210479507, ""weight"": 0.27153619210479507}, {""pair"": [2, 3], ""delay_seconds"": 0.00015918095189618113, ""quality"": 0.25332462148303053, ""weight"": 0.25332462148303053}]"
