window_index,timestamp,status,mode,accepted,azimuth_deg,elevation_deg,smoothed_azimuth_deg,smoothed_elevation_deg,azimuth_rate_deg_s,elevation_rate_deg_s,confidence,aggregated_confidence,residual_error2,used_pairs,rejected_pairs,reliable,message,tracking_message,temperature_c,humidity_percent,sound_speed_m_s,window_size,overlap,tdoa_pairs_json
0,0.0,ok,direction,True,34.63648615757421,22.721376669244666,34.63648615757421,22.721376669244666,,,0.6878944071026609,0.6878944071026609,0.00013706807858508875,5,1,True,transitivity errors: 2; rejected pairs: 1,,20.0,0.0,343.42,2048,0.5,"[{""pair"": [0, 1], ""delay_seconds"": 0.0004146601358102944, ""quality"": 0.5841571628272777, ""weight"": 0.5841571628272777}, {""pair"": [0, 2], ""delay_seconds"": 0.0007528463456367598, ""quality"": 0.626245012737807, ""weight"": 0.626245012737807}, {""pair"": [0, 3], ""delay_seconds"": 0.00026887367852492384, ""quality"": 0.5767195779145015, ""weight"": 0.5767195779145015}, {""pair"": [1, 2], ""delay_seconds"": 0.00033530004776386146, ""quality"": 0.5758970278651292, ""weight"": 0.5758970278651292}, {""pair"": [1, 3], ""delay_seconds"": -0.000252174203680397, ""quality"": 0.5295869351535434, ""weight"": 0.5295869351535434}, {""pair"": [2, 3], ""delay_seconds"": -0.0004637496933716684, ""quality"": 0.5729022926643021, ""weight"": 0.5729022926643021}]"
