file,mode,policy_mix,ok_inf,RMS_deg,p95_deg
direction_far_curve_sine_ref.wav,direction,n=0;w=0,35/35,10.539955105729748,20.287252484938097
direction_far_curve_chirp.wav,direction,n=0;w=0,35/35,1.7289027972717514,3.108603298787099
direction_far_curve_multitone2.wav,direction,n=0;w=0,35/35,3.9193855028602473,6.095036783001194
direction_far_curve_amfm_v2.wav,direction,n=0;w=0,35/35,1.1520384062995503,2.0462846213026404
