window_index,timestamp,status,mode,accepted,azimuth_deg,elevation_deg,smoothed_azimuth_deg,smoothed_elevation_deg,azimuth_rate_deg_s,elevation_rate_deg_s,confidence,aggregated_confidence,residual_error2,used_pairs,rejected_pairs,reliable,message,tracking_message,temperature_c,humidity_percent,sound_speed_m_s,window_size,overlap,tdoa_pairs_json
0,0.0,ok,direction,True,34.64632453655761,22.781216803854484,34.64632453655761,22.781216803854484,,,0.6875889421832969,0.6875889421832969,0.0001376444505349824,5,1,True,transitivity errors: 2; rejected pairs: 1,,20.0,0.0,343.42,2048,0.5,"[{""pair"": [0, 1], ""delay_seconds"": 0.0004146873741054294, ""quality"": 0.5893837956698091, ""weight"": 0.5893837956698091}, {""pair"": [0, 2], ""delay_seconds"": 0.0007528284212588322, ""quality"": 0.6248236903254787, ""weight"": 0.6248236903254787}, {""pair"": [0, 3], ""delay_seconds"": 0.00026886485176821716, ""quality"": 0.5793862075107069, ""weight"": 0.5793862075107069}, {""pair"": [1, 2], ""delay_seconds"": 0.0003353241649303275, ""quality"": 0.5749428136262686, ""weight"": 0.5749428136262686}, {""pair"": [1, 3], ""delay_seconds"": -0.000252065111719778, ""quality"": 0.5304449326084891, ""weight"": 0.5304449326084891}, {""pair"": [2, 3], ""delay_seconds"": -0.00046369339281546613, ""quality"": 0.569261888837295, ""weight"": 0.569261888837295}]"
