ch0,ch1,ch2,ch3
0.006736498662494497,-0.019040332110596803,-0.0009987924295421615,-0.01375373987345516
0.0005173552493690618,-0.008037753624240996,-0.0023372840486565764,-0.012949512370896702
-0.003549178579362657,0.006683270089336938,-0.0012407264995174232,-0.011485673790420618
-0.0038684390132764654,0.019003032158819867,0.0017562523236886861,-0.009922497385247036
-0.0003873091245923527,0.023797496438834387,0.005339567638891007,-0.008867265714932756
0.005383364024050604,0.019058990455536638,0.007961206597760414,-0.008723568854159045
0.01098953791825505,0.006726919967461425,0.008477578791875119,-0.009522679441087006
0.014042854969134846,-0.008114875615753863,0.006617448830581731,-0.010907696248944535
0.013202964791922385,-0.019341657367356446,0.0030879935109005933,-0.012278320979042074
0.0087294437948777,-0.022321677085271035,-0.0007223677243893185,-0.013037481146882836
0.0023762774993650883,-0.01583214755251745,-0.0033195292406818814,-0.01283824124397567
-0.003327981117589705,-0.0025649738875079377,-0.0037190015111820533,-0.011728574238789508
-0.006118783759840353,0.0119864797277431,-0.0018474169287143315,-0.010133318344383304
-0.004926237008792255,0.021798629682460484,0.0014337573989090093,-0.008679970566934713
-0.00031541200623026136,0.022807228650181838,0.004689760826783775,-0.007939988215853053
0.005744725506200223,0.014585689765156205,0.00650807665365826,-0.008192811855153444
0.010688994357025106,0.0005186227353992172,0.00608115048470383,-0.009310799902860397
0.012408584025904069,-0.013600319378265927,0.0035360759224846846,-0.010813112921128472
0.010116146272070425,-0.021965541240203827,-0.00012345125560084345,-0.012066020922720376
0.004667931329973632,-0.02115970610214033,-0.003437116130588913,-0.01254561724442452
-0.00178947300398093,-0.011564504545056736,-0.00509498026211758,-0.01205246932755154
-0.006702721453793668,0.002800758536232303,-0.004480146207944222,-0.010787783488855224
-0.008162508416795592,0.01594497481729705,-0.0019231869363685544,-0.00925915698333274
-0.005689550402058317,0.022385549005388257,0.0014359859577392107,-0.008056512611843645
-0.0004322839411591966,0.01941689627413497,0.00412099759428057,-0.00759466252307487
0.005305625200184951,0.008228985445887215,0.004930976372748354,-0.007934074478865023
0.009014431036522838,-0.006586134916990877,0.0034390477579963994,-0.008758727759670494
0.00901438375553382,-0.01893504075993106,0.00017193559640489966,-0.009522648140716725
0.005152683534717581,-0.02374430303258979,-0.003603258112671737,-0.009703071479251358
-0.0011261049876860236,-0.019059726825243747,-0.006397465554839902,-0.00904981172096439
-0.00736673515213691,-0.006855666991559031,-0.007110421514477099,-0.007718836647067642
-0.011107818768546938,0.007779792716512824,-0.005483351116824448,-0.006225295895119631
-0.010892938485183232,0.018746680431749856,-0.002208274852313058,-0.005228405051264225
-0.006873436923177228,0.021453353213976328,0.0013505401956805947,-0.005235334177990355
-0.0007544998278229925,0.014714216741111483,0.0037088613612715504,-0.006351206118465055
0.004895267322154248,0.001241918745383178,0.00386297872451295,-0.008188878013795474
0.007689849419028138,-0.013468106563778713,0.0016939986618751863,-0.009988919418206314
0.006400429523469621,-0.023399245003648424,-0.0019875417383955103,-0.01091209262359185
0.0014600918366258738,-0.024487795194473846,-0.005773074521232321,-0.010390243667957525
-0.0052083643154797275,-0.016289815798795782,-0.008226798719246222,-0.00838988957256343
-0.010972180431744612,-0.00215585142725347,-0.00846292665485681,-0.0054713903898613355
-0.013558507493869972,0.012154658572010889,-0.006495595457718193,-0.0026060763868938725
-0.011978392666816036,0.020844187882273043,-0.0032219422063120883,-0.0008129068379756183
-0.006928384023100068,0.020453752735786163,-4.9034610387450014e-05,-0.0007544597280003628
-0.0005064211828123184,0.01126692067666661,0.001680244719056828,-0.0024557203302102938
0.004641627628016388,-0.0028326379035782424,0.001227438609558658,-0.005266111581003586
0.006396469762594475,-0.0159839751875425,-0.0012533993055723123,-0.008090632746407516
0.004023061992389102,-0.022775817171848338,-0.004792766454462162,-0.009806958269960054
-0.0015372102921783755,-0.020472878351448925,-0.008010934533582835,-0.009706352303037775
-0.008057236967773303,-0.010124567974760183,-0.009681430583915962,-0.007780907939132785
-0.012936486939629904,0.003894744868165029,-0.009221104644296887,-0.00473644806818239
-0.014261432023165549,0.01571454216996108,-0.006908842212414199,-0.0017184887550418311
-0.011581391370086336,0.02040212406500896,-0.00374914396623483,0.00014475092626986725
-0.006084679928091819,0.015992106150987593,-0.001043523389930394,0.00020078509556813005
-0.00010585583305714083,0.004275220493462209,0.00014869801174285512,-0.0014542329526775158
0.003831722260791332,-0.009971065622529775,-0.0005635363826405499,-0.0040041382465905734
0.004044745503672381,-0.020980116255955396,-0.0027631839486986724,-0.006238390002502645
0.0003693161017366972,-0.02438477227149187,-0.005423342365275531,-0.007048142166180599
-0.005785339139340657,-0.01900303240028056,-0.007354531342920294,-0.005892673320283924
-0.012027536878510155,-0.0072835581513016655,-0.007710092449104393,-0.0030427402028291597
-0.015972506613683806,0.0057641525387197405,-0.006337649703237125,0.0005061865306463771
-0.016221775194957842,0.014697839276972617,-0.00383203813243643,0.00342483147338512
-0.012928996631102902,0.01593274695049721,-0.0012721030103331106,0.0045928045064225435
-0.0077196442422074385,0.00923452391511011,0.00024330039483662895,0.003573050883917799
-0.0029985868045830258,-0.0022075513098501983,6.156728704997164e-05,0.0008187235045177523
-0.0009323319076765907,-0.013153047295300199,-0.0017526753706779026,-0.0024835079625044176
-0.0025277995067413913,-0.01854877407536074,-0.00445514919881787,-0.004883332241155814
-0.007191197532869635,-0.015690957815259567,-0.006949688667936152,-0.005268551875756349
-0.012954209978563707,-0.005401272031217611,-0.008264400338416397,-0.0033558977525511044
-0.01728038476110597,0.008280160992083235,-0.007971370102629367,0.00013662763667287984
-0.018124560506407032,0.019760550640026905,-0.006369072142284567,0.003722367897487636
-0.014810924871368902,0.02422511205320153,-0.004347756070922113,0.005709414014195882
-0.008365380665783684,0.019658723469275635,-0.002993823658980072,0.004883832393566746
-0.001157542542771493,0.0077115288574012356,-0.0031021902311183743,0.0010446312849989798
0.004012001069812444,-0.0069573562770895115,-0.0048076647540636315,-0.004829730088868452
0.005016481815399163,-0.018588949145455717,-0.0074987833214246544,-0.010866510408717098
0.001255977007174205,-0.022693578767485647,-0.010059231772634111,-0.014944550179553467
-0.006086798162299093,-0.017893923119234028,-0.011342021658804003,-0.015466280233719522
-0.01449472495760053,-0.006473707208195385,-0.010678853605780197,-0.011965589922285646
-0.02109254597401282,0.006596978095374511,-0.00820585243159716,-0.005317005838598103
-0.023762519751931815,0.015753093668525623,-0.004857907498986326,0.0025409784673569094
-0.02195436736320671,0.017169280627650472,-0.0020195220647734155,0.009272573216750549
-0.016867113643223013,0.010361443740028438,-0.0009650577779759131,0.012957457624078272
-0.010932871723633072,-0.0016158661674296223,-0.0023151191338344327,0.012750082172273029
-0.00681300783193797,-0.013461060952337952,-0.005737986368894932,0.00914438817611866
-0.006312425447171171,-0.019867636922025828,-0.010031963752986824,0.0037526397634592215
-0.00964933088457886,-0.017778583592172794,-0.013572021792148335,-0.0013099478126170933
-0.015373315198963289,-0.00770640404889217,-0.014953298389606401,-0.00419769564198272
-0.020962491613979402,0.006440276885519307,-0.013576820315371673,-0.0039746179216166395
-0.023856634470479716,0.0189594665704908,-0.00993664993790459,-0.0008919743761641727
-0.022508135870506665,0.024724970613058558,-0.005479737822550853,0.0037817179118311245
-0.017026465386114395,0.021334740775946163,-0.0020773458048110763,0.008290271635721887
-0.009156730414382279,0.010138193419222036,-0.0013038903104906757,0.0110588134057826
-0.0016019824643034644,-0.004293977093166157,-0.0038021826125933097,0.011240771677055623
0.00303662452563289,-0.0160455827174329,-0.008988372726686119,0.00894432129053529
0.003274462674008901,-0.020301383957431408,-0.015223273017479501,0.005077694305985453
-0.0006950085478481558,-0.015347097714793114,-0.020397272821476284,0.0009075913964798674
-0.007115540757481887,-0.003287201485660889,-0.02271357874893396,-0.0024666649226226752
-0.013409957486883596,0.010824177016440343,-0.021373124456900258,-0.004500990497539796
-0.017244874776538268,0.021083279470637453,-0.01689716813204256,-0.005307891916774617
-0.017484132070815773,0.0231964862015561,-0.010958929039592905,-0.005455409362872539
-0.014641979638305807,0.016274830134617068,-0.005781985472851778,-0.005580970744251099
-0.01064984515598108,0.0032116593568522834,-0.003328750485337217,-0.00601403613062806
-0.00802933229151406,-0.010519589936406741,-0.004583149501631965,-0.006589308063526144
-0.00880673183105931,-0.01915108765684915,-0.009196400080767067,-0.006738229268473778
-0.013612791078726327,-0.019038093486377156,-0.015627175446214163,-0.0058128852305573105
-0.02134140270884179,-0.01019679236624527,-0.02172050395727521,-0.0034831229576900427
-0.029519270149510897,0.0036860632419625345,-0.025505274572853037,-6.163426490669463e-06
-0.0352532625368342,0.0167839450948937,-0.02591072587387026,0.003781174316787184
-0.03638674082292638,0.023568663840534885,-0.02313706116811701,0.006774136779420075
-0.03240497656912946,0.02113810913959189,-0.018549462110985508,0.008098777886148937
-0.024720457316303634,0.010454741080115248,-0.014145584580900008,0.007581206816901675
-0.016207140502162726,-0.0040349469802367114,-0.011804545016885956,0.005961700388158123
-0.010145922721297457,-0.016255058765418662,-0.012601073628363022,0.0047194771648259425
-0.008977038440065229,-0.021064065220944228,-0.01643537310794021,0.005532597796772853
-0.0133370564245607,-0.01645715677459089,-0.022102995620696807,0.009559340754120588
-0.02175572249434221,-0.0044760309227436235,-0.02776059711107894,0.016823575000220994
-0.031139860078017764,0.009574612180463439,-0.03159819315397243,0.02597210403601039
-0.037873083413076526,0.019300766134834578,-0.03246089391918821,0.03454550502330563
-0.03912577818539175,0.01989455107272883,-0.030195683077654422,0.03971066580741687
-0.03388926235192704,0.010201267790132338,-0.02561483835767424,0.03921764275351336
-0.02335150961960136,-0.006693900328614648,-0.020118723184318406,0.03224044158088989
-0.010479017945307454,-0.02462783091465147,-0.015146937011145532,0.01978549648803463
0.0010344178263291205,-0.036816189061183405,-0.011680423503200744,0.004498442969475931
0.00805854579772576,-0.03860896441480991,-0.009980776244605681,-0.010084058560556802
0.009081354985190792,-0.0294132780705933,-0.009645443883400722,-0.02058714349412997
0.00464884876540126,-0.012982830761307185,-0.009924972018093269,-0.024792534931266447
-0.0029521661810841295,0.004061997994337174,-0.010145053700974266,-0.022235391366644045
-0.01062552392373895,0.014892924593072863,-0.010042434759217548,-0.014212706071558853
-0.01564388355097871,0.015232113391583589,-0.009870595239857059,-0.003230900123457444
-0.016624868292606745,0.0050829537871883304,-0.010236609470173111,0.007877470746633508
-0.013946055174975014,-0.011278305477776135,-0.011749504453230523,0.016829311723687554
-0.009462752565286277,-0.02705134108741131,-0.014643231297077834,0.022445284568568126
-0.005661707490728452,-0.03568849336040217,-0.0185501728845018,0.02471442388782599
-0.004596422849194886,-0.03356385306353321,-0.022539115228239065,0.02440513485225345
-0.007026287044691477,-0.021441926934913397,-0.02542050794402254,0.02243865852039927
-0.012095762471070002,-0.004145645996871221,-0.02620711297406598,0.01932451381947404
-0.017676743307110616,0.011436236676472455,-0.024546636975735964,0.014912727099222636
-0.021239446113349252,0.019179119381080776,-0.02094420490136916,0.008566456619567366
-0.020912816858392712,0.016222614443893522,-0.01666723726294963,-0.00033371906723681226
-0.016320903146110368,0.0041111043420065715,-0.013345183558589085,-0.011794276657678217
-0.008863828140688774,-0.011891681747440161,-0.012395658911781841,-0.024809325977068208
-0.0013190949089527202,-0.025024411687317772,-0.014481024512045007,-0.03736689744936728
0.003106784399540438,-0.029860224789625103,-0.019197239331074006,-0.04690082485862178
0.0019391527912179735,-0.024570452797744762,-0.02511993222666356,-0.051037881737446666
-0.005612752501221941,-0.011677617749160613,-0.030208875844307544,-0.048359479516786416
-0.018264676870231325,0.0030165697637552715,-0.03244611110484655,-0.03888228265650221
-0.03298220703214427,0.012882702410026422,-0.030499783204382066,-0.024069720747029892
-0.04592315580506741,0.01327314908982467,-0.024194125323651054,-0.006372142347799472
-0.053679719733973084,0.00351581917033687,-0.014628888858832215,0.011520341646332078
-0.05439510156551616,-0.012745242814918673,-0.0039058493076245095,0.02741959238988149
-0.04837061657547757,-0.029013592028280737,0.0054539494964027345,0.04009751848838706
-0.03795396683338269,-0.03860775908994324,0.011222741095641703,0.049313230710162824
-0.02674558410635237,-0.037427117501151366,0.012093007350807629,0.05545283139237227
-0.018392051677602533,-0.02566524368837602,0.008035849412876689,0.05899316501133207
-0.015374150352894432,-0.007753617597203782,0.00029413291076576886,0.060071776199664716
-0.018195920873492498,0.00944671602422302,-0.008975870206919433,0.05838681244467691
-0.025242583802134896,0.019457381522155426,-0.017301201796162718,0.053486467177629976
-0.03334808424322829,0.018829423486210195,-0.022553853815916708,0.04530918618675025
-0.03887533755319676,0.008520916869814,-0.023496318927435745,0.034692649642912805
-0.038943973576753756,-0.006570231581373034,-0.020072165260621343,0.023550448790647792
-0.03239671683930578,-0.019721822991486445,-0.01337805762634271,0.014537818127337527
-0.020188899137321893,-0.02526040039293647,-0.005339062155879026,0.01024744280493361
-0.005082314180748162,-0.020976295357896177,0.0018177948972368959,0.012203071904244456
0.009242865314310926,-0.009050046852671637,0.006152031416236684,0.02005272749461673
0.019354319962982914,0.004918556676542696,0.0065116678324275735,0.03133768885363416
0.02312316265034334,0.014385128494119704,0.0028257334472767915,0.04202438686980694
0.020326437850565534,0.014797754268079277,-0.0038829962073048145,0.04769887728844196
0.012613733533090511,0.0057374271690719195,-0.011767825099815544,0.045048466981019136
0.0028720851687336307,-0.00868635475020002,-0.018644947465770906,0.0331056767239747
-0.005776567138670792,-0.02141458141469587,-0.02257686908286946,0.01377541472101315
