window_index,timestamp_s,status,confidence,azimuth_deg,elevation_deg,x_m,y_m,z_m,used_pairs,rejected_pairs,tdoa_policy,informative,message,reason,preprocess_s,gcc_s,localize_s,total_s,runtime_error
0,0.096,ok,0.9913330909693491,-151.7317694427293,59.42168843904755,-3.987301191802748,-2.0978624216313175,7.853876096747948,6,0,narrowband,True,,,0.014357600011862814,0.15556590002961457,0.3481442000484094,0.5181021000025794,False
1,0.192,ok,0.9849598373244872,-153.7953161351242,65.10782565997393,-3.7393837420335596,-1.789600887958452,9.222021677635436,6,0,narrowband,True,,,0.014279399998486042,0.1486151999561116,1.023520200047642,1.186451100045815,False
2,0.288,ok,0.9842072406213096,-157.63483973875853,69.52171315052331,-3.5513484099912507,-1.4023804058063432,10.572562571755013,6,0,narrowband,True,,,0.010231200023554265,0.1330535999732092,0.9841365999309346,1.127457300084643,False
3,0.432,ok,0.9798781613852839,-158.59795423333478,72.86354214505913,-3.3181852324430015,-1.2397129383338983,11.906950267547733,6,0,narrowband,True,,,0.011594400042667985,0.13058940006885678,0.4379561999812722,0.5801767000230029,False
4,0.528,ok,0.9726842522511963,-162.68103761809422,76.35184115308327,-2.9805177160755,-0.8605929587815737,13.289166922074909,6,0,narrowband,True,,,0.011153000057674944,0.13648970006033778,0.5998530000215396,0.7475314000621438,False
5,0.624,ok,0.9714614579532864,-169.70127637084317,78.24841907169899,-2.8900641182628197,-0.4433179356138799,14.608658173086564,6,0,narrowband,True,,,0.0268555999500677,0.2962812000187114,1.5051834000041708,1.828362200059928,False
6,0.768,ok,0.9806308050807037,-172.80914565612306,79.81349518441489,-2.7409508847432664,-0.2584348539230523,15.936049240106923,6,0,narrowband,True,,,0.0111950000282377,0.13447659998200834,0.49202270002570003,0.6377291999524459,False
7,0.864,ok,0.977190405660508,-176.41252955993954,81.85254459348292,-2.3723896370165285,-0.05500677139894139,17.303273169651852,6,0,narrowband,True,,,0.011925300001166761,0.14595210005063564,0.30961989995557815,0.4675309000303969,False
8,0.96,ok,0.9813471608559641,178.8067406609889,83.33112763748788,-2.0808061673241243,0.14542470046774766,18.655807779731525,6,0,narrowband,True,,,0.011214899946935475,0.1346714999526739,0.20905980002135038,0.35497949994169176,False
9,1.104,ok,0.98062585101974,165.48717866375648,83.63411346801394,-2.057302780703543,0.6584315008623834,19.974052428082405,6,0,narrowband,True,,,0.010927999974228442,0.14285669999662787,0.33957579999696463,0.49339850002434105,False
10,1.2,ok,0.9830736257859346,154.35106264945958,84.1061081797562,-1.883063176543578,1.052208114023914,21.30950599755211,6,0,narrowband,True,,,0.01041580003220588,0.13540869997814298,0.33146690006833524,0.47732589999213815,False
11,1.344,ok,0.9715571167958595,146.5406345705882,84.82826869794951,-1.6112786502902487,1.2309261062001733,22.66289516451201,6,0,narrowband,True,,,0.010640600114129484,0.13560739997774363,0.35131890000775456,0.4976025999058038,False
