window_index,timestamp_s,status,confidence,azimuth_deg,elevation_deg,x_m,y_m,z_m,used_pairs,rejected_pairs,tdoa_policy,informative,message,reason,preprocess_s,gcc_s,localize_s,total_s,runtime_error
0,0.096,ok,0.9917921966286147,-27.494534104653894,-13.920801251835156,7.948306527859132,-4.036662803808311,-2.1209106660963917,6,0,narrowband,True,,,0.013203599955886602,0.15740769996773452,0.3169853000435978,0.4876347000245005,False
1,0.192,ok,0.991842721875006,-22.915688830262663,-10.703825976405732,9.299102898753073,-3.8310958497271477,-1.8083349096088013,6,0,narrowband,True,,,0.012761399964801967,0.13959849998354912,0.47057979996316135,0.6229789999779314,False
2,0.32,ok,0.9904391104604462,-18.817980278650364,-7.672490606747717,10.687106063950775,-3.541930517099004,-1.4210307879586572,6,0,narrowband,True,,,0.012384300003759563,0.13600950001273304,0.8853857000358403,1.0338085000403225,False
3,0.416,ok,0.9825873690947332,-15.751767993153926,-5.52948271911414,12.03722862215243,-3.2952505610720375,-1.1107733702661946,6,0,narrowband,True,,,0.012355500017292798,0.14108470000792295,0.8832379999803379,1.0367165999487042,False
4,0.544,ok,0.9785488135100444,-13.327365044236572,-3.987955404088623,13.375421888833023,-3.0685617280045503,-0.8582827722291695,6,0,narrowband,True,,,0.015276899910531938,0.1903483000351116,0.46576009993441403,0.671425599954091,False
5,0.64,ok,0.9748003549247937,-11.330708171116562,-2.3509125710826195,14.718291506370372,-2.8492090967729276,-0.5162589737536046,6,0,narrowband,True,,,0.01284120010677725,0.14227820001542568,0.6446528999367729,0.799801200046204,False
6,0.768,ok,0.9855663795843449,-10.086788457144683,-1.81890504934647,16.031994999002027,-2.7519193855724944,-0.41711358122180153,6,0,narrowband,True,,,0.013463599956594408,0.160251299967058,0.6771471000974998,0.8509038999909535,False
7,0.864,ok,0.9780893693129906,-8.163382051735908,-0.49259851408672173,17.400197177760205,-2.396056306545964,-0.0511326887801693,6,0,narrowband,True,,,0.011083199991844594,0.13660179998259991,0.33480780001264066,0.4825210999697447,False
8,0.992,ok,0.9773459620351097,-6.920645453846563,0.30915287136546826,18.74306560450225,-2.1750130725018426,0.20187587468034296,6,0,narrowband,True,,,0.012616100022569299,0.14602310000918806,0.29695600003469735,0.45562579995021224,False
9,1.088,ok,0.974232411130892,-6.504551494254279,1.4220552868756913,20.058659933994893,-2.187009751824611,0.6011752376522495,6,0,narrowband,True,,,0.011510699987411499,0.14599709992762655,0.3647419000044465,0.5222800000337884,False
10,1.216,ok,0.9847826172154956,-5.397446594669527,2.499939203670541,21.402764391777772,-1.922194559107707,1.0386037415948854,6,0,narrowband,True,,,0.012744099949486554,0.14613190002273768,0.3505950999679044,0.5095030999509618,False
11,1.312,ok,0.9756737594824793,-4.359881119828118,2.2803025599395923,22.766216999189922,-1.6357303530675122,1.0091774784035423,6,0,narrowband,True,,,0.012383499997667968,0.13873949996195734,0.39124939998146147,0.5424077999778092,False
12,1.44,ok,0.9755483744737595,-3.7043411597973965,2.7584574002563516,24.110451813192444,-1.4609874162524974,1.2641073557627678,6,0,narrowband,True,,,0.011933399946428835,0.1388633999740705,0.30789189995266497,0.45872009999584407,False
13,1.536,ok,0.983461231767295,-2.798950028772704,4.0721619393053805,25.438383136373666,-1.1436772132341801,1.9131863340694941,6,0,narrowband,True,,,0.012706900015473366,0.13899789995048195,0.4708378999494016,0.6225717000197619,False
14,1.664,ok,0.9765965223818489,-2.2696370392595187,4.417572590897394,26.78144755790525,-0.9614390660486999,2.1706071119931765,6,0,narrowband,True,,,0.014293899992480874,0.15140089998021722,0.593877200037241,0.7596030998975039,False
15,1.76,ok,0.9879954099449784,-1.9852332816815073,4.911018376917883,28.11504835107852,-0.8745443205171503,2.5172072754392074,6,0,narrowband,True,,,0.011742800008505583,0.1496953999157995,0.47176530002616346,0.6332325000548735,False
16,1.888,ok,0.9883986310494132,-1.5165433877774572,3.8819476847007315,29.51418500298411,-0.6813838668377767,2.103434908775941,6,0,narrowband,True,,,0.01158599997870624,0.18593109992798418,0.32684570003766567,0.5243977999780327,False
17,1.984,ok,0.9780399809520867,-1.1411875836296848,5.38446806184745,30.80966833772922,-0.5137321342481429,3.004520823662333,6,0,narrowband,True,,,0.013634899980388582,0.1602337999502197,0.46310659998562187,0.6370056999148801,False
18,2.112,ok,0.9693340274141251,0.810062460998157,4.531879268898082,32.2107603340871,0.5554343567503771,2.6533308141900784,6,0,narrowband,True,,,0.01094920001924038,0.16893739998340607,0.31293999997433275,0.4928568999748677,False
19,2.208,ok,0.9865752957932339,1.3558784556126247,6.042989351648556,33.4835177210239,0.8925201006015845,3.645654692963633,6,0,narrowband,True,,,0.010872299899347126,0.13852849998511374,0.4394249999895692,0.5888559999875724,False
20,2.336,ok,0.9712516969152306,1.3033216223872697,6.201630780442155,34.833078719319005,0.8924935659747606,3.8860659222111122,6,0,narrowband,True,,,0.011109900078736246,0.16316090000327677,0.38422110001556575,0.5585223999805748,False
21,2.464,ok,0.9750025154186964,2.3142969914163487,5.342825983589007,36.22841667778385,1.5641382596394426,3.4908884053494655,6,0,narrowband,True,,,0.012144500040449202,0.13655569998081774,0.8463026999961585,0.9950325000099838,False
22,2.56,ok,0.9858532237736487,2.4770096882299777,5.743643783134539,37.56205016717552,1.724894038243498,3.881623729516527,6,0,narrowband,True,,,0.011738999979570508,0.1371778000611812,0.42826790001709014,0.5772131000412628,False
23,2.688,ok,0.9651900150361441,2.183179216425068,7.181878889250255,38.823621571539555,1.5800386428260063,4.995643191354874,6,0,narrowband,True,,,0.013260800042189658,0.137602899922058,0.9364274999825284,1.0873215000610799,False
24,2.784,ok,0.9741230995684038,1.672829750178128,7.102598973972582,40.204386589918876,1.2741564759161694,5.111708982671113,6,0,narrowband,True,,,0.011914500035345554,0.28206930006854236,0.40492919995449483,0.6989464000798762,False
25,2.912,ok,0.9688784023784345,2.84987681530972,6.014538630940339,41.62504909146791,2.1721279823875315,4.491078883087046,6,0,narrowband,True,,,0.011184200062416494,0.1431188000133261,0.5368761999998242,0.6912094000726938,False
26,3.008,ok,0.9858442914743204,2.0585056640479693,6.86391957859377,42.9451377460005,1.6435843000786496,5.272833437421813,6,0,narrowband,True,,,0.012267000041902065,0.13772540003992617,0.7298166999826208,0.8798396999482065,False
27,3.136,ok,0.9830578363369898,2.4077221444585493,7.477044770277743,44.24105816693686,1.9602229028551588,5.9115451737999445,6,0,narrowband,True,,,0.010936100035905838,0.13706670003011823,0.46557799994479865,0.6136112000094727,False
28,3.232,ok,0.9852147212500441,2.7658070821490224,7.725569532294832,45.56658234886172,2.3013202404863975,6.288760961875063,6,0,narrowband,True,,,0.012223900062963367,0.1456389999948442,0.45871819998137653,0.6166090000187978,False
29,3.36,ok,0.9609897811518183,2.9735206378849948,7.270506735590031,46.97155540728553,2.539907810612527,6.100700286182405,6,0,narrowband,True,,,0.01199799997266382,0.1767970999935642,0.596485499991104,0.7853094999445602,False
