window_index,timestamp_s,status,confidence,azimuth_deg,elevation_deg,x_m,y_m,z_m,used_pairs,rejected_pairs,tdoa_policy,informative,message,reason,preprocess_s,gcc_s,localize_s,total_s,runtime_error
0,0.096,ok,0.9999382224905342,-45.54273200618182,8.23649716893214,7.978788493100481,-8.031396144540846,1.7490393939847597,6,0,wideband,True,,,0.012228799983859062,0.38772639993112534,0.5044520000228658,0.9044402999570593,False
1,0.192,ok,0.9915114318884503,-36.43505329553991,9.522599219695653,9.663835830213412,-7.033924329498802,2.11495160639002,6,0,wideband,True,,,0.033692500088363886,0.5443452999461442,0.24640519998501986,0.8244876000098884,False
2,0.32,ok,0.9915346871453958,-28.47687147942203,10.0452306763845,11.35270205311221,-6.058081860448548,2.3878357397937267,6,0,wideband,True,,,0.01257600006647408,0.3907441000919789,0.2632384999888018,0.6665915000485256,False
3,0.416,ok,0.9999682146395372,-21.33878670241208,10.302719591067822,13.073825282200472,-5.00746991458253,2.6514737960728914,6,0,wideband,True,,,0.012334000086411834,0.3851676000049338,0.4887509000254795,0.8862871000310406,False
4,0.544,ok,0.9999998340817171,-16.742064654012353,10.114636074651818,14.682973264996386,-4.316855700049528,2.8352495718269943,6,0,wideband,True,near-field bearing,,0.011358899995684624,0.3818118000635877,0.2568988000275567,0.6501026999903843,False
5,0.64,ok,0.9999860328895569,-12.048136885819542,9.779028359618106,16.381914199983868,-3.396470973374076,2.987067894335586,6,0,wideband,True,,,0.01207509997766465,0.38122629991266876,0.36687250004615635,0.7602064999518916,False
6,0.768,ok,0.9883987565234977,-8.81713273096987,8.778527722369663,18.067205504561418,-2.7024834183553614,2.92338349563593,6,0,wideband,True,,,0.011037399992346764,0.4905203999951482,0.2622900999849662,0.763888799934648,False
7,0.896,ok,0.9999945237523978,-5.713651695384101,8.22739909592159,19.751165287122994,-1.8761814327841677,2.970087234598192,6,0,wideband,True,,,0.013012199895456433,0.4303762000054121,0.30550090002361685,0.7489273999817669,False
8,0.992,ok,0.9999995099276074,-4.126542252158884,7.200191481913972,21.422857256913016,-1.4455849578694289,2.8134434329726536,6,0,wideband,True,,,0.01114770001731813,0.3851168000837788,0.23636900004930794,0.6326661000493914,False
9,1.12,ok,0.9999965081692459,-2.5710837056643747,6.671790826985987,23.086861657561947,-0.9366929115290964,2.803281379462525,6,0,wideband,True,,,0.011021899990737438,0.3798180999001488,0.24267379997763783,0.6335475000087172,False
10,1.216,ok,0.9999987152728104,-1.0342193209819739,5.648995161227975,24.77906943559972,-0.3473239778521323,2.55140311041279,6,0,wideband,True,,,0.012104399967938662,0.38563689996954054,0.20809169998392463,0.6058628000319004,False
11,1.344,ok,0.9997513426170234,-0.001636109193633245,5.126601305556839,26.44722682780024,0.09924478641640701,2.4727293588092176,6,0,wideband,True,,,0.012332400074228644,0.40940510004293174,0.13527079997584224,0.5570394999813288,False
12,1.44,ok,0.9914089347258556,0.04077501789117039,4.36106268750723,28.13092365440267,0.12001960910024323,2.24532763217124,6,0,wideband,True,,,0.011949799954891205,0.39013419998809695,0.14436299994122237,0.5464800000190735,False
13,1.568,ok,0.9975878603743619,0.4618118710168007,4.0961572855330415,29.802013449410808,0.3402135332779967,2.234295191820439,6,0,wideband,True,,,0.012536499998532236,0.37439419992733747,0.21226439997553825,0.5992267000256106,False
14,1.696,ok,0.9999997265350395,1.0310233840485226,3.589215000888789,31.48503455118351,0.666626572341663,2.075240331692255,6,0,wideband,True,,,0.011628400068730116,0.38760689995251596,0.1889390000142157,0.5882085000630468,False
15,1.792,ok,0.9999980263011643,1.5353935938481598,3.582476662568826,33.15305671247181,0.988637515110395,2.176379558893741,6,0,wideband,True,,,0.012333999969996512,0.41277219995390624,0.1937069999985397,0.6188474999507889,False
16,1.92,ok,0.991694436187752,1.790468765327731,3.3333428260174056,34.836559536110066,1.1889821835936698,2.1299954307978974,6,0,wideband,True,,,0.012486699968576431,0.3813710999675095,0.4653670999687165,0.8592585999285802,False
17,2.016,ok,0.999997339834956,2.0462237497233646,3.583298034538336,36.50556404182191,1.404290244316824,2.387510599243,6,0,wideband,True,,,0.012238499941304326,0.37649599998258054,0.21717919991351664,0.6059453999623656,False
18,2.144,ok,0.9999995771209919,2.054725601461302,3.589228093132345,38.193952896927854,1.4702885871129725,2.4972922063114664,6,0,wideband,True,,,0.0123862000182271,0.3865635999245569,0.23337909998372197,0.6323632000712678,False
19,2.24,ok,0.9916947495623731,2.3127488793648667,3.8447573376069712,39.87030997690067,1.7102429995599429,2.7816516683219956,6,0,wideband,True,,,0.012211599969305098,0.3797737000277266,0.36352370004169643,0.7555444999597967,False
20,2.368,ok,0.999999659030247,2.5727931129221084,4.101540361636359,41.549604408200985,1.9669864171069689,3.0824417619166384,6,0,wideband,True,,,0.011934399954043329,0.38429570000153035,0.22943920001853257,0.6257037000032142,False
21,2.496,ok,0.9999999509288976,3.0823514950332846,4.110782114356083,43.235953122404844,2.428218946573566,3.211871865626593,6,0,wideband,True,,,0.012462500017136335,0.3853821998927742,0.22771090001333505,0.6255906999576837,False
22,2.592,ok,0.9916909965341562,3.3475137428948223,4.366442416414376,44.92082974335538,2.727495942599852,3.5358676895832217,6,0,wideband,True,,,0.012568900012411177,0.4084722000407055,0.3956126000266522,0.8166905000107363,False
23,2.72,ok,0.9916882273841736,3.8651349245801643,4.867990144310624,46.57793780996663,3.246891532118167,4.0759692422635165,6,0,wideband,True,,,0.011064099962823093,0.38053750002291054,0.4417424000566825,0.8333787999581546,False
24,2.816,ok,0.9920812341142246,4.852896528976585,4.898874856914682,48.2328701462414,4.195074233886324,4.248934666009831,6,0,wideband,True,,,0.011076099937781692,0.3992201000219211,0.3209723000181839,0.7313040000153705,False
25,2.944,ok,0.9998101817300554,5.147980046387587,5.1257238323406575,49.917775681384214,4.5971805420091325,4.595768264118819,6,0,wideband,True,,,0.01307949994225055,0.40834510000422597,0.2400183998979628,0.6614788000006229,False
26,3.072,ok,0.9916858066961883,5.9223215832057035,4.870532733548648,51.60091058666699,5.452753833509556,4.520620476608886,6,0,wideband,True,,,0.01204689999576658,0.48139550001360476,0.8638988001039252,1.357377800042741,False
27,3.168,ok,0.9999978946889259,6.194641090696701,4.618014419718217,53.33095494782808,5.8885488312497,4.433084176836595,6,0,wideband,True,,,0.01111080008558929,0.4111048000631854,0.25490679999347776,0.6771571000572294,False
28,3.296,ok,0.991686012903594,7.465398768548237,4.3631469166501216,54.95088903005074,7.300664148429287,4.3285312511274725,6,0,wideband,True,,,0.011935100075788796,0.3808807999594137,0.8853758000768721,1.2782264000270516,False
29,3.392,ok,0.991681250503365,7.991101966420568,4.354404063368781,56.63452585139296,8.050494667748783,4.454741453961534,6,0,wideband,True,,,0.011602200102061033,0.3826725999824703,0.9990964999888092,1.3934100000187755,False
30,3.52,ok,0.9916808362946297,8.511910069343214,3.84966464584276,58.35698647990947,8.833912058602438,4.0706132152339105,6,0,wideband,True,,,0.015048899920657277,0.5599217999260873,0.9122390999691561,1.4872455999720842,False
31,3.616,ok,0.9916784192900511,9.5385754815473,3.8394577790857407,59.95883306361281,10.175171137459332,4.180350989892922,6,0,wideband,True,,,0.012853999971412122,0.39740659995004535,0.926742700044997,1.3370391000062227,False
