window_index,timestamp_s,status,confidence,azimuth_deg,elevation_deg,x_m,y_m,z_m,used_pairs,rejected_pairs,tdoa_policy,informative,message,reason,preprocess_s,gcc_s,localize_s,total_s,runtime_error
0,0.336,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.025700199999846518,0.0,0.0,0.025725899962708354,False
1,0.48,ok,0.9840470614979433,166.2130052755862,48.06277405838087,-8.513568281218317,2.2136223020892274,9.871864123335628,6,0,narrowband,True,,,0.015849700081162155,0.23910799995064735,0.4101812000153586,0.66518360003829,False
2,0.576,ok,0.7112719229486659,169.88189413782183,52.06845758632098,-7.894184398394197,1.52658764429076,10.419372437326079,5,1,narrowband,True,transitivity errors: 4; rejected pairs: 1,,0.014959500054828823,0.43180779996328056,0.319804499973543,0.7666152999736369,False
3,0.672,ok,0.5978370480053262,155.2346767519711,61.31075858498429,-5.634122878544117,2.745326542790441,11.539537951831328,5,1,narrowband,True,transitivity errors: 4; rejected pairs: 1,,0.014364899951033294,0.4472506999736652,0.23483810003381222,0.6965006999671459,False
4,0.768,ok,0.9768511945864126,163.33866007221482,53.03378497308685,-7.448526289102274,2.35911576228963,10.469063281030937,6,0,narrowband,True,,,0.013394600013270974,0.4588992000790313,0.5298864999786019,1.0022251000627875,False
5,0.864,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.013188400072976947,0.0,0.0,0.013218400068581104,False
6,0.96,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.013709399965591729,0.0,0.0,0.013733499916270375,False
7,1.056,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.1535464000189677,0.0,0.0,0.15356600005179644,False
8,1.152,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.021733500063419342,0.0,0.0,0.021753599983640015,False
9,1.248,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.013674199930392206,0.0,0.0,0.013701500021852553,False
10,1.392,ok,0.9949897590750155,156.14308033209556,58.529551417043685,-6.023477573844434,2.8080452431116223,10.938816486890474,6,0,narrowband,True,,,0.013852000003680587,0.2187268000561744,0.32944170001428574,0.5620547999860719,False
11,1.488,ok,0.97002934901655,152.07868943072327,59.32442528198883,-5.659919704211473,3.1524639676403785,10.989509571922008,6,0,narrowband,True,,,0.01514200004749,0.21952849999070168,0.6947408999549225,0.9294499000534415,False
12,1.584,ok,0.6145664085697189,153.7247346838691,67.80685048333551,-4.211008178536266,2.2283177814444954,11.785076722780996,5,1,narrowband,True,transitivity errors: 4; rejected pairs: 1,,0.0968214999884367,0.42211659997701645,0.25551129993982613,0.7745171000715345,False
13,1.68,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.4125102999387309,0.0,0.0,0.4125365000218153,False
14,1.776,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.01609179994557053,0.0,0.0,0.016125399968586862,False
15,1.872,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.030577700003050268,0.0,0.0,0.030625600018538535,False
16,1.968,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.01775090000592172,0.0,0.0,0.017775599961169064,False
17,2.064,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.018557799980044365,0.0,0.0,0.018584299948997796,False
18,2.208,ok,0.9799060973134549,147.37355233773184,70.33237439417813,-3.4151202368497313,2.350300051558144,11.677528421655868,6,0,narrowband,True,,,0.01483250001911074,0.36164930008817464,1.0338181999977678,1.4105098000727594,False
19,2.304,ok,0.9346603000011747,142.90701580683134,72.61291287362545,-2.842372478703776,2.324732510987706,11.78016807821137,6,0,narrowband,True,,,0.023087500012479722,0.4228089000098407,0.7287723999470472,1.1747313999803737,False
20,2.4,ok,0.6774108171635066,143.1268592050442,80.48907500204332,-1.5242543598517653,1.318334430195605,12.119020688276239,5,1,narrowband,True,transitivity errors: 3; rejected pairs: 1,,0.014751799986697733,0.23598420002963394,0.22467170003801584,0.47545030002947897,False
21,2.496,ok,0.9625153383175625,144.6958378587527,76.52032196438911,-2.22704143361626,1.74789097796131,11.8956562062879,6,0,wideband,True,,,0.012703799991868436,1.0255772999953479,0.8427671999670565,1.8810855000047013,False
22,2.592,ok,0.914067748795666,147.14215934158028,78.57527006794923,-1.9264370540386615,1.4088467896131975,11.937425640603877,6,0,narrowband,True,,,0.015023800078779459,0.22523770004045218,1.0651859000790864,1.3054969999939203,False
23,2.688,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.01834110007621348,0.0,0.0,0.018432400072924793,False
24,2.784,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.015815100050531328,0.0,0.0,0.015837999992072582,False
25,2.88,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.021950499969534576,0.0,0.0,0.021990899927914143,False
26,2.976,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.02360960002988577,0.0,0.0,0.023647099966183305,False
27,3.12,ok,0.9616946140980405,138.24894994148625,88.21883906004071,-0.1768761003700862,0.34713048453810347,11.934380545412106,6,0,narrowband,True,,,0.09934010007418692,0.4027555000502616,0.258517500013113,0.760664900066331,False
28,3.216,low_confidence,0.028870230956020343,55.99056470048437,89.96689009020957,0.10384614629562564,0.10570012135603427,11.89933587558585,6,0,narrowband,True,coplanar direction weakly observable: in-plane ratio 0.0006; confidence below reliable threshold: 0.029,,0.020438200095668435,0.6482225999934599,0.16096180002205074,0.8296951000811532,False
29,3.312,low_confidence,0.011650374133714675,28.100317515230646,89.98663919774742,0.1024397669637169,0.10130273161231737,11.860654922126809,6,0,narrowband,True,coplanar direction weakly observable: in-plane ratio 0.0002; confidence below reliable threshold: 0.012,,0.018422900000587106,0.5700608000624925,0.19555149995721877,0.7840818000258878,False
30,3.408,low_confidence,0.011174357975754215,-29.59886268377394,89.98718348626713,0.10229974336095422,0.09869362432256144,11.823883469451603,6,0,narrowband,True,coplanar direction weakly observable: in-plane ratio 0.0002; confidence below reliable threshold: 0.011,,0.017776999971829355,0.5042000999674201,0.16850829997565597,0.690532400039956,False
31,3.504,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.0225930999731645,0.0,0.0,0.022637899965047836,False
32,3.6,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.035004799952730536,0.0,0.0,0.035031699924729764,False
33,3.696,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.02430570009164512,0.0,0.0,0.0243441000347957,False
34,3.792,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.02402270003221929,0.0,0.0,0.02407589997164905,False
35,3.888,insufficient_signal,0.0,,,,,,0,0,manual,False,окно неинформативно: low_energy,low_energy,0.025795800029300153,0.0,0.0,0.025953699951060116,False
36,4.032,ok,0.9656772197522164,-13.892424199270796,81.62827405588673,1.7436515190797293,-0.3065319974023041,11.505477302144227,6,0,narrowband,True,,,0.016306200064718723,0.4566327000502497,0.6316215998958796,1.1046237000264227,False
37,4.128,ok,0.9705905721198592,-16.714625743510588,79.1831755127624,2.1849523875302275,-0.5260958625205991,11.393686739570727,6,0,narrowband,True,,,0.025444400031119585,0.5208131999243051,0.6646066999528557,1.2109167999587953,False
38,4.224,low_confidence,0.00012756600391318365,-14.371397055947094,89.9998538168531,0.10002859829555391,0.09999267242166127,11.571054855619323,6,0,wideband,True,coplanar direction weakly observable: in-plane ratio 0.0000; confidence below reliable threshold: 0.000,,0.5930915999924764,0.6264510999899358,0.06980540009681135,1.2893888000398874,False
39,4.32,ok,0.927799479980531,-13.395606782494916,75.80901190425456,2.8529517995438303,-0.5556225674718536,11.191232370626249,6,0,wideband,True,,,0.01455369999166578,0.7158603999996558,0.694485199986957,1.4249410000629723,False
